Timestamp,heart_rate,steps_count,calories_burned,sleep_duration
2025-04-10 09:00:00,63,528,500.0,5.580533980873385
2025-04-10 09:05:00,71,330,500.0,7.479931696952552
2025-04-10 09:10:00,131,858,500.0,8.658172164775465
2025-04-10 09:15:00,157,732,500.0,6.519751961167013
2025-04-10 09:20:00,73,667,500.0,8.012474978413715
2025-04-10 09:25:00,128,865,500.0,5.336313329882842
2025-04-10 09:30:00,133,977,500.0,6.55039520509512
2025-04-10 09:35:00,170,764,500.0,7.031588622000675
2025-04-10 09:40:00,149,923,500.0,7.015319607235798
2025-04-10 09:45:00,108,870,500.0,9.106170993781783
2025-04-10 09:50:00,89,710,500.0,6.383917021860947
2025-04-10 09:55:00,172,971,500.0,7.230514602409408
2025-04-10 10:00:00,78,874,500.0,7.845283461749756
2025-04-10 10:05:00,111,821,500.0,4.2282339320948745
2025-04-10 10:10:00,79,732,500.0,6.328828927423681
2025-04-10 10:15:00,127,996,500.0,7.724943638826567
2025-04-10 10:20:00,158,600,500.0,8.363818301897554
2025-04-10 10:25:00,124,408,500.0,6.870838533350992
2025-04-10 10:30:00,79,843,500.0,4.313280528620063
2025-04-10 10:35:00,178,359,500.0,8.085692582029266
2025-04-10 10:40:00,153,428,500.0,4.6735915145141185
2025-04-10 10:45:00,93,516,500.0,7.784870053175667
2025-04-10 10:50:00,116,423,500.0,8.940413307244462
2025-04-10 10:55:00,130,307,500.0,6.958030093906529
2025-04-10 11:00:00,175,826,500.0,4.8748422602313894
2025-04-10 11:05:00,76,784,500.0,9.97797545647043
2025-04-10 11:10:00,72,733,500.0,8.697845710414265
2025-04-10 11:15:00,67,554,500.0,8.287122911061955
2025-04-10 11:20:00,83,377,500.0,7.345217681111368
2025-04-10 11:25:00,66,395,500.0,5.699347329989523
2025-04-10 11:30:00,170,688,500.0,10.0
2025-04-10 11:35:00,96,798,500.0,7.274520805556145
2025-04-10 11:40:00,134,621,500.0,4.17113897496441
2025-04-10 11:45:00,80,490,500.0,8.504069763988575
2025-04-10 11:50:00,111,892,500.0,7.865112071074789
2025-04-10 11:55:00,132,509,500.0,8.702028218348058
2025-04-10 12:00:00,118,769,500.0,4.0
2025-04-10 12:05:00,76,550,500.0,7.514426088651231
2025-04-10 12:10:00,150,841,500.0,6.19287409206275
2025-04-10 12:15:00,180,418,500.0,6.532338010408174
2025-04-10 12:20:00,137,949,500.0,9.298433400401873
2025-04-10 12:25:00,71,345,500.0,5.71969153739337
2025-04-10 12:30:00,80,737,500.0,9.377310963810498
2025-04-10 12:35:00,129,865,500.0,6.581691618237331
2025-04-10 12:40:00,175,515,500.0,8.73147671973177
2025-04-10 12:45:00,173,458,500.0,7.8687254558133235
2025-04-10 12:50:00,172,640,500.0,9.319270808691353
2025-04-10 12:55:00,94,339,500.0,8.914380826496062
2025-04-10 13:00:00,104,324,500.0,6.278257488043886
2025-04-10 13:05:00,158,821,500.0,5.890904501805943
2025-04-10 13:10:00,180,482,500.0,8.240841121291473
2025-04-10 13:15:00,153,920,500.0,9.149524476087855
2025-04-10 13:20:00,65,832,500.0,7.307335719084145
2025-04-10 13:25:00,139,607,500.0,6.576000276597102
2025-04-10 13:30:00,130,980,500.0,7.723370456164551
2025-04-10 13:35:00,132,300,500.0,5.77342926836518
2025-04-10 13:40:00,137,752,500.0,9.6466764400665
2025-04-10 13:45:00,144,979,500.0,10.0
2025-04-10 13:50:00,146,450,500.0,7.988750249847171
2025-04-10 13:55:00,168,724,500.0,10.0
2025-04-10 14:00:00,91,305,500.0,6.944980507402188
2025-04-10 14:05:00,119,424,500.0,5.9878491300958325
2025-04-10 14:10:00,131,927,500.0,6.568655724500264
2025-04-10 14:15:00,155,565,500.0,8.163065079803463
2025-04-10 14:20:00,122,750,500.0,5.275927148848981
2025-04-10 14:25:00,100,441,500.0,6.376523550066041
2025-04-10 14:30:00,68,855,500.0,9.117272692664507
2025-04-10 14:35:00,109,320,500.0,8.459122626579987
2025-04-10 14:40:00,156,859,500.0,6.115734974680472
2025-04-10 14:45:00,63,995,500.0,7.927828394808772
2025-04-10 14:50:00,139,906,500.0,7.593979036867116
2025-04-10 14:55:00,83,635,500.0,9.82078345113322
2025-04-10 15:00:00,95,383,500.0,8.144601917022223
2025-04-10 15:05:00,88,341,500.0,8.329057954380648
2025-04-10 15:10:00,139,784,500.0,9.478895497200796
2025-04-10 15:15:00,158,921,500.0,8.13557198641021
2025-04-10 15:20:00,73,889,500.0,7.841298332994857
2025-04-10 15:25:00,135,404,500.0,10.0
2025-04-10 15:30:00,161,845,500.0,9.343134692037665
2025-04-10 15:35:00,61,408,500.0,10.0
2025-04-10 15:40:00,150,834,500.0,9.50159865382582
2025-04-10 15:45:00,119,630,500.0,6.8839757429267
2025-04-10 15:50:00,91,924,500.0,6.666624557827379
2025-04-10 15:55:00,83,564,500.0,7.1444514210701735
2025-04-10 16:00:00,131,387,500.0,6.745833524561523
2025-04-10 16:05:00,148,802,500.0,8.051173010885767
2025-04-10 16:10:00,111,979,500.0,8.781974278809948
2025-04-10 16:15:00,155,764,500.0,8.867205853797616
2025-04-10 16:20:00,100,489,500.0,10.0
2025-04-10 16:25:00,157,402,500.0,4.0
2025-04-10 16:30:00,61,580,500.0,5.374624236026714
2025-04-10 16:35:00,141,312,500.0,6.179627931392814
2025-04-10 16:40:00,66,366,500.0,9.241726635138148
2025-04-10 16:45:00,79,387,500.0,8.763824649551552
2025-04-10 16:50:00,136,835,500.0,6.799588835653922
2025-04-10 16:55:00,114,361,500.0,6.821974559096653
2025-04-10 17:00:00,93,545,500.0,7.82716767614912
2025-04-10 17:05:00,117,598,500.0,7.044783976366973
2025-04-10 17:10:00,69,940,500.0,6.128451636718539
2025-04-10 17:15:00,176,361,500.0,6.364260142809501
2025-04-10 17:20:00,177,779,500.0,8.426259455575023
2025-04-10 17:25:00,129,912,500.0,6.040232483718261
2025-04-10 17:30:00,92,990,500.0,9.556666318469398
2025-04-10 17:35:00,133,831,500.0,9.33391758292314
2025-04-10 17:40:00,115,781,500.0,9.033900931080671
2025-04-10 17:45:00,169,807,500.0,6.973570753442696
2025-04-10 17:50:00,64,558,500.0,6.971640466550864
2025-04-10 17:55:00,165,723,500.0,9.523078684804505
2025-04-10 18:00:00,140,573,500.0,4.742171655128111
2025-04-10 18:05:00,75,545,500.0,7.8217721711640325
2025-04-10 18:10:00,71,420,500.0,10.0
2025-04-10 18:15:00,150,783,500.0,10.0
2025-04-10 18:20:00,177,439,500.0,4.0
2025-04-10 18:25:00,103,302,500.0,8.932808562273031
2025-04-10 18:30:00,144,851,500.0,7.105516583384675
2025-04-10 18:35:00,108,544,500.0,8.878254728822352
2025-04-10 18:40:00,100,690,500.0,8.744745688831628
2025-04-10 18:45:00,123,814,500.0,8.878723189138935
2025-04-10 18:50:00,72,447,500.0,8.927970173658604
2025-04-10 18:55:00,120,938,500.0,10.0
2025-04-10 19:00:00,108,799,500.0,7.441959343933598
2025-04-10 19:05:00,89,400,500.0,8.715321962417853
2025-04-10 19:10:00,65,667,500.0,6.897691177574909
2025-04-10 19:15:00,132,479,500.0,7.126418965228273
2025-04-10 19:20:00,123,537,500.0,5.8905332125302525
2025-04-10 19:25:00,175,993,500.0,7.247352620910226
2025-04-10 19:30:00,98,556,500.0,7.914018076284275
2025-04-10 19:35:00,169,690,500.0,8.480013212280172
2025-04-10 19:40:00,62,308,500.0,6.3725044352559745
2025-04-10 19:45:00,159,660,500.0,5.81517914116381
2025-04-10 19:50:00,140,340,500.0,8.687502150904773
2025-04-10 19:55:00,153,634,500.0,7.118597775074002
2025-04-10 20:00:00,172,579,500.0,9.041692456817424
2025-04-10 20:05:00,163,779,500.0,5.328620365370538
2025-04-10 20:10:00,168,392,500.0,7.648697309065374
2025-04-10 20:15:00,107,690,500.0,7.95231731042713
2025-04-10 20:20:00,139,924,500.0,6.831991704650539
2025-04-10 20:25:00,176,718,500.0,5.731322930160338
2025-04-10 20:30:00,123,850,500.0,7.4125222314696115
2025-04-10 20:35:00,113,970,500.0,7.593848680456278
2025-04-10 20:40:00,64,754,500.0,6.52887109300236
2025-04-10 20:45:00,147,667,500.0,7.1104497414835635
2025-04-10 20:50:00,168,978,500.0,7.356443015840836
2025-04-10 20:55:00,66,428,500.0,6.585248183116968
2025-04-10 21:00:00,135,451,500.0,8.494074899618226
2025-04-10 21:05:00,129,976,500.0,7.6036644034023535
2025-04-10 21:10:00,135,571,500.0,9.142683576902877
2025-04-10 21:15:00,155,670,500.0,9.024152156212368
2025-04-10 21:20:00,65,769,500.0,5.078241050316393
2025-04-10 21:25:00,114,754,500.0,6.214697593213595
2025-04-10 21:30:00,68,948,500.0,7.184215157742051
2025-04-10 21:35:00,118,401,500.0,6.2383452120057274
2025-04-10 21:40:00,152,762,500.0,5.487989593520265
2025-04-10 21:45:00,113,737,500.0,7.430635936409642
2025-04-10 21:50:00,147,393,500.0,8.851690386624124
2025-04-10 21:55:00,163,900,500.0,8.507820814962383
2025-04-10 22:00:00,171,914,500.0,10.0
2025-04-10 22:05:00,79,410,500.0,6.833052588143894
2025-04-10 22:10:00,133,936,500.0,8.906495585120297
2025-04-10 22:15:00,63,616,500.0,5.834400734576192
2025-04-10 22:20:00,132,445,500.0,10.0
2025-04-10 22:25:00,113,678,500.0,5.736817775250396
2025-04-10 22:30:00,136,461,500.0,5.711581828666837
2025-04-10 22:35:00,122,579,500.0,6.440922550109156
2025-04-10 22:40:00,74,839,500.0,8.520251669170129
2025-04-10 22:45:00,67,516,500.0,5.048298290402215
2025-04-10 22:50:00,60,432,500.0,9.33220128794334
2025-04-10 22:55:00,166,706,500.0,5.22912968431039
2025-04-10 23:00:00,170,887,500.0,8.197198860341972
2025-04-10 23:05:00,111,932,500.0,9.41061230102287
2025-04-10 23:10:00,115,746,500.0,8.323847093747794
2025-04-10 23:15:00,155,472,500.0,7.117759482919409
2025-04-10 23:20:00,84,960,500.0,4.0
2025-04-10 23:25:00,82,377,500.0,7.706872538735329
2025-04-10 23:30:00,156,997,500.0,7.056801649893959
2025-04-10 23:35:00,116,946,500.0,6.8605722383288485
2025-04-10 23:40:00,124,762,500.0,7.5388795206316255
2025-04-10 23:45:00,142,908,500.0,7.176290953044984
2025-04-10 23:50:00,117,492,500.0,6.014775844771494
2025-04-10 23:55:00,117,386,500.0,10.0
2025-04-11 00:00:00,127,672,500.0,6.44895247362322
2025-04-11 00:05:00,146,962,500.0,6.590385036714381
2025-04-11 00:10:00,96,641,500.0,6.708008090026087
2025-04-11 00:15:00,99,978,500.0,8.695552066423453
2025-04-11 00:20:00,99,636,500.0,8.4550564523315
2025-04-11 00:25:00,71,670,500.0,6.9486353777731615
2025-04-11 00:30:00,103,531,500.0,7.2877122137618615
2025-04-11 00:35:00,124,839,500.0,8.280188399052403
2025-04-11 00:40:00,76,466,500.0,6.729410407785011
2025-04-11 00:45:00,152,673,500.0,6.526590370606243
2025-04-11 00:50:00,89,780,500.0,9.954223905769002
2025-04-11 00:55:00,119,814,500.0,9.254994747116854
2025-04-11 01:00:00,77,956,500.0,9.192046306526919
2025-04-11 01:05:00,151,591,500.0,8.730853469175083
2025-04-11 01:10:00,78,527,500.0,8.540290274061444
2025-04-11 01:15:00,66,541,500.0,6.8157848771777605
2025-04-11 01:20:00,100,965,500.0,9.944220335979736
2025-04-11 01:25:00,177,442,500.0,6.092353196732725
2025-04-11 01:30:00,62,861,500.0,5.154358494064461
2025-04-11 01:35:00,75,954,500.0,7.074645421429672
2025-04-11 01:40:00,136,827,500.0,8.840261686491555
2025-04-11 01:45:00,138,726,500.0,6.387891904529405
2025-04-11 01:50:00,68,819,500.0,7.203916442547716
2025-04-11 01:55:00,107,369,500.0,7.2418999925479275
2025-04-11 02:00:00,158,345,500.0,7.0605257244125275
2025-04-11 02:05:00,166,790,500.0,6.562993021029472
2025-04-11 02:10:00,64,504,500.0,8.2817717094597
2025-04-11 02:15:00,164,337,500.0,7.89976178636025
2025-04-11 02:20:00,170,427,500.0,7.749987150750591
2025-04-11 02:25:00,174,491,500.0,8.453418867399424
2025-04-11 02:30:00,94,734,500.0,6.47581535902726
2025-04-11 02:35:00,129,381,500.0,6.852961436471918
2025-04-11 02:40:00,151,754,500.0,5.662132886193815
2025-04-11 02:45:00,138,358,500.0,5.4046745384373285
2025-04-11 02:50:00,162,446,500.0,8.73492472002438
2025-04-11 02:55:00,106,919,500.0,5.237537927935376
2025-04-11 03:00:00,116,440,500.0,8.744981924952315
2025-04-11 03:05:00,74,830,500.0,5.1054567346165225
2025-04-11 03:10:00,150,592,500.0,6.329663719786046
2025-04-11 03:15:00,117,998,500.0,8.45826634752592
2025-04-11 03:20:00,129,953,500.0,8.511310455977426
2025-04-11 03:25:00,85,805,500.0,8.998088772023673
2025-04-11 03:30:00,162,388,500.0,4.803258024467548
2025-04-11 03:35:00,127,375,500.0,4.685559602444215
2025-04-11 03:40:00,119,431,500.0,8.260710533354686
2025-04-11 03:45:00,176,830,500.0,7.136233791112369
2025-04-11 03:50:00,104,380,500.0,9.487523376672202
2025-04-11 03:55:00,76,846,500.0,9.942208640931716
2025-04-11 04:00:00,79,919,500.0,8.889338165902535
2025-04-11 04:05:00,70,571,500.0,8.526986788991211
2025-04-11 04:10:00,123,596,500.0,5.5697483342484055
2025-04-11 04:15:00,98,361,500.0,7.803674205923058
2025-04-11 04:20:00,103,626,500.0,7.944846142835783
2025-04-11 04:25:00,125,547,500.0,10.0
